Condition,Rating,Statement,ConditionR,RatingR,Manipulation
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
4,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-2,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
2,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-0,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
-3,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,4,Calibrated Scale
1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,1,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
3,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-2,Calibrated Scale
-1,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,-0,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
-1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,-1,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
4,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,1,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
0,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-1,Calibrated Scale
0,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,1,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-4,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
3,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-2,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-4,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-4,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,-1,Calibrated Scale
-4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,-4,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
3,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-2,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
1,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-0,Calibrated Scale
3,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-2,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
4,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-3,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
4,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,1,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
-2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,-2,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
0,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,1,Calibrated Scale
-1,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,2,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
-2,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,3,Calibrated Scale
4,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-3,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
-4,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,2,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
1,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-2,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
2,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-1,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,1,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
4,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,3,Calibrated Scale
2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,2,Calibrated Scale
4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-4,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-4,Calibrated Scale
4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-4,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
-1,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,-2,Calibrated Scale
0,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,1,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-4,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
4,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-3,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
-1,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,-0,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
-1,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,1,Calibrated Scale
3,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-3,Calibrated Scale
-2,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,3,Calibrated Scale
-2,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,2,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
-4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,-4,Calibrated Scale
-3,4,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,1,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
3,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-2,Calibrated Scale
-4,1,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,4,Calibrated Scale
4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-4,Calibrated Scale
2,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-1,Calibrated Scale
1,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-1,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
-1,3,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 4",1,2,Calibrated Scale
-2,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 3",2,3,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
-3,2,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 2",3,3,Calibrated Scale
1,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 6",-1,-4,Calibrated Scale
-4,9,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 1",4,-4,Calibrated Scale
3,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is an 8",-3,-1,Calibrated Scale
2,7,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 7",-2,-2,Calibrated Scale
4,8,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 9",-4,-3,Calibrated Scale
0,5,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-0,Calibrated Scale
0,6,"On a 1-9 scale (where 1 = highly uncertain and 9 = highly certain), my certainty level is a 5",-0,-1,Calibrated Scale
2,7,I am 80% sure that,-2,-2,Percentage
-3,3,I am 10% sure that,3,2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-3,1,I am 10% sure that,3,4,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
1,7,I am 60% sure that,-1,-2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
3,5,I am 90% sure that,-3,-0,Percentage
-3,2,I am 10% sure that,3,3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-1,3,I am 40% sure that,1,2,Percentage
0,4,I am 50% sure that,-0,1,Percentage
-3,6,I am 10% sure that,3,-1,Percentage
2,9,I am 80% sure that,-2,-4,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
3,3,I am 90% sure that,-3,2,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
0,4,I am 50% sure that,-0,1,Percentage
0,7,I am 50% sure that,-0,-2,Percentage
3,9,I am 90% sure that,-3,-4,Percentage
-1,4,I am 40% sure that,1,1,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
-3,3,I am 10% sure that,3,2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-1,3,I am 40% sure that,1,2,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,3,I am 40% sure that,1,2,Percentage
-3,6,I am 10% sure that,3,-1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-3,6,I am 10% sure that,3,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,3,I am 50% sure that,-0,2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,8,I am 20% sure that,2,-3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-3,8,I am 10% sure that,3,-3,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
2,8,I am 80% sure that,-2,-3,Percentage
-2,1,I am 20% sure that,2,4,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,4,I am 40% sure that,1,1,Percentage
1,4,I am 60% sure that,-1,1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,5,I am 10% sure that,3,-0,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-2,2,I am 20% sure that,2,3,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,3,I am 20% sure that,2,2,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
1,3,I am 60% sure that,-1,2,Percentage
-3,1,I am 10% sure that,3,4,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,4,I am 40% sure that,1,1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-2,2,I am 20% sure that,2,3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,4,I am 10% sure that,3,1,Percentage
1,7,I am 60% sure that,-1,-2,Percentage
0,4,I am 50% sure that,-0,1,Percentage
0,4,I am 50% sure that,-0,1,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-3,2,I am 10% sure that,3,3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
-1,3,I am 40% sure that,1,2,Percentage
-2,2,I am 20% sure that,2,3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-3,3,I am 10% sure that,3,2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,7,I am 50% sure that,-0,-2,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-2,5,I am 20% sure that,2,-0,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-3,8,I am 10% sure that,3,-3,Percentage
1,4,I am 60% sure that,-1,1,Percentage
-1,2,I am 40% sure that,1,3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-2,3,I am 20% sure that,2,2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-3,1,I am 10% sure that,3,4,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
2,3,I am 80% sure that,-2,2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-3,1,I am 10% sure that,3,4,Percentage
-2,1,I am 20% sure that,2,4,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
-1,3,I am 40% sure that,1,2,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
1,4,I am 60% sure that,-1,1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,2,I am 50% sure that,-0,3,Percentage
0,3,I am 50% sure that,-0,2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
3,9,I am 90% sure that,-3,-4,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-3,6,I am 10% sure that,3,-1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-1,3,I am 40% sure that,1,2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-3,1,I am 10% sure that,3,4,Percentage
2,5,I am 80% sure that,-2,-0,Percentage
-1,3,I am 40% sure that,1,2,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,8,I am 40% sure that,1,-3,Percentage
-2,5,I am 20% sure that,2,-0,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,2,I am 10% sure that,3,3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,3,I am 40% sure that,1,2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
3,6,I am 90% sure that,-3,-1,Percentage
-2,1,I am 20% sure that,2,4,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,4,I am 20% sure that,2,1,Percentage
-3,5,I am 10% sure that,3,-0,Percentage
-3,4,I am 10% sure that,3,1,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
1,3,I am 60% sure that,-1,2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,4,I am 40% sure that,1,1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,6,I am 10% sure that,3,-1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-2,4,I am 20% sure that,2,1,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-3,1,I am 10% sure that,3,4,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
1,4,I am 60% sure that,-1,1,Percentage
1,3,I am 60% sure that,-1,2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-2,2,I am 20% sure that,2,3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-2,1,I am 20% sure that,2,4,Percentage
-3,1,I am 10% sure that,3,4,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
